,NPL91_EVER,gender_nameRu,LastApprovedOfferSet_Payment,CBFactPmtsParametrSet,AgeParametrSet,PoVClient_ClientCountWithoutOverduePay,CBMaxOverdueParametrSet,CBCreditHistoryFromServParametrSet,PKB_REQ_360DAY,SUM_OSTATOK,MAX_OUSTAND_DAY_CNT,CNT_DAY_GR_0_Sum,educationtypedmparse2,low_rod_income,KDN
87672,0,Женский,59867.6,135,63.42,179.0,64,Удовлетворительная,7.0,2881811.19,64.0,26.0,ВЫСШЕЕ,43407.0,0.5627040039779032
87673,0,Женский,18281.9,61,63.83,19.0,0,Положительная,1.0,86694.36,0.0,0.0,СРЕДНЕЕ,,0.2457753579350675
87674,0,Женский,5342.0,95,62.25,90.0,1,Положительная,4.0,1571671.32,52.0,1.0,ВЫСШЕЕ,,0.3200325663836896
87675,0,Женский,24858.7,145,61.33,23.0,1,Положительная,2.0,868545.53,22.0,4.0,,,0.7674787508582522
87677,0,Женский,28826.1,129,64.0,94.0,1,Положительная,4.0,733726.79,10.0,2.0,УЧЁНАЯ СТЕПЕНЬ,,0.528076770412571
87678,0,Женский,,0,67.25,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
87679,0,Женский,74806.3,145,68.08,17.0,0,Положительная,2.0,264634.81,0.0,0.0,,,0.0307469037867886
87680,0,Женский,86717.7,106,62.25,37.0,0,Положительная,5.0,1825453.6,2.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.6637745036891248
87682,0,Мужской,65000.0,31,52.67,8.0,0,Положительная,2.0,864499.94,0.0,0.0,,43407.0,0.2144584210225699
87683,0,Мужской,71781.9,122,66.58,143.0,7,Положительная,3.0,1123565.82,7.0,8.0,,43407.0,0.35193461172235
87684,0,Женский,60000.0,102,64.17,52.0,6,Положительная,5.0,259191.58,8.0,3.0,,,0.4419055397819351
87685,0,Мужской,39104.4,144,45.83,92.0,18,Положительная,5.0,553495.1,18.0,37.0,ВЫСШЕЕ,86814.0,1.0455045520496182
87686,0,Женский,9724.4,43,65.33,30.0,0,Приемлемая 1,3.0,104167.0,0.0,0.0,,43407.0,0.1000267440185973
87689,0,Мужской,83115.5,230,67.58,146.0,0,Положительная,5.0,2060982.07,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3280750409841117
87690,0,Мужской,,140,64.25,51.0,1,Положительная,2.0,835609.83,8.0,3.0,,43407.0,0.432095755436143
87692,0,Мужской,77830.4,109,60.75,142.0,0,Положительная,1.0,0.0,4.0,1.0,СРЕДНЕЕ,,0.0
87693,0,Мужской,198000.0,42,66.67,32.0,0,Положительная,0.0,72044.24,2.0,0.0,,43407.0,0.0248312707167611
87694,0,Мужской,95000.0,38,64.33,165.0,0,Приемлемая 1,3.0,2147521.95,0.0,0.0,ВЫСШЕЕ,,0.4401619131365652
87697,0,Женский,3318.0,196,66.08,80.0,0,Положительная,8.0,987741.08,27.0,1.0,,43407.0,0.4759297151580109
87700,0,Женский,16449.6,200,54.08,9.0,34,Приемлемая 2,7.0,597007.06,34.0,34.0,ВЫСШЕЕ,65110.5,3.90018911536037
87701,0,Женский,,60,66.92,109.0,0,Положительная,2.0,,0.0,0.0,,,0.0
87705,0,Женский,40364.8,81,66.17,,0,Положительная,2.0,149649.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.9300671671276176
87706,0,Мужской,9943.4,94,67.17,43.0,0,Положительная,6.0,1463264.94,1.0,1.0,,43407.0,0.4206426307544718
87709,0,Мужской,,22,63.67,,14,Положительная,1.0,,40121.0,3.0,ВЫСШЕЕ,,0.0
87710,0,Женский,50626.8,122,61.25,86.0,6,Положительная,7.0,1447712.05,13.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,1.0577022968148837
87711,0,Женский,3987.0,45,61.75,9.0,0,Положительная,12.0,114990.0,9.0,0.0,СРЕДНЕЕ,43407.0,0.0
87712,0,Женский,9050.9,135,65.75,,0,Положительная,21.0,297755.99,0.0,0.0,СРЕДНЕЕ,,0.3455010319440594
87713,0,Женский,35470.9,113,66.17,79.0,21,Положительная,4.0,128215.5,21.0,3.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4577337156459641
87714,0,Мужской,45565.6,99,46.58,103.0,0,Положительная,5.0,330400.0,7.0,0.0,ВЫСШЕЕ,86814.0,0.6984239279959125
87715,0,Женский,,110,63.83,168.0,4,Положительная,0.0,0.0,4.0,12.0,,,0.0
87716,0,Женский,23000.0,78,64.83,32.0,0,Положительная,8.0,583126.91,17.0,5.0,,,0.1720118738306326
87717,0,Женский,9754.5,120,67.67,24.0,11,Положительная,3.0,167862.49,26.0,9.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.192377569282499
87718,0,Женский,18824.1,75,65.5,28.0,0,Положительная,4.0,850244.41,0.0,0.0,ВЫСШЕЕ,43407.0,0.3602571856838562
87719,0,Женский,5667.0,7,36.08,,0,Приемлемая 1,,,,,СРЕДНЕЕ,65110.5,0.0
87720,0,Мужской,74044.1,0,61.92,67.0,0,Приемлемая 1,,,,,ВЫСШЕЕ,,0.0
87721,0,Мужской,,0,64.08,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
87723,0,Женский,12736.0,127,66.0,56.0,21,Положительная,61.0,1919151.43,24.0,7.0,ВЫСШЕЕ,,0.490585561689949
87725,0,Женский,48087.7,94,61.58,43.0,27,Положительная,8.0,955894.01,92.0,3.0,ВЫСШЕЕ,43407.0,1.0555056660252298
87726,0,Женский,2876.8,93,63.75,56.0,0,Положительная,2.0,791311.08,4.0,2.0,ВЫСШЕЕ,,0.3444833408200251
87727,0,Женский,38990.1,168,64.08,101.0,0,Положительная,15.0,1195611.84,9.0,4.0,ВЫСШЕЕ,43407.0,0.4764787917956393
87728,0,Женский,15525.0,215,65.67,65.0,0,Положительная,10.0,1076681.5,0.0,0.0,,43407.0,0.641452764643443
87730,0,Женский,64812.5,18,62.25,37.0,0,Приемлемая 2,2.0,,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87732,0,Мужской,68500.0,30,46.17,74.0,0,Положительная,0.0,706445.59,0.0,0.0,,86814.0,0.4471459821694104
87734,0,Женский,76891.9,63,64.5,8.0,3,Положительная,5.0,2172377.31,23.0,4.0,ВЫСШЕЕ,,0.7089177281506823
87735,0,Мужской,14586.6,36,63.92,7.0,0,Положительная,4.0,1792225.16,2.0,0.0,СРЕДНЕЕ,43407.0,0.2490764430776298
87737,0,Женский,61500.0,12,61.58,10.0,0,Приемлемая 1,0.0,,0.0,0.0,,43407.0,0.0
87738,0,Мужской,97243.7,137,57.0,152.0,0,Положительная,5.0,70303.69,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87741,0,Мужской,85435.5,109,64.08,117.0,0,Положительная,,,,,,,0.1325092211040359
87742,0,Мужской,,24,67.67,52.0,0,Приемлемая 1,0.0,,1.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
87743,0,Женский,35119.8,81,65.83,17.0,0,Положительная,5.0,514224.63,0.0,0.0,ВЫСШЕЕ,,0.3157146944708319
87745,0,Мужской,,63,64.17,,23,Положительная,0.0,1050654.3,23.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4311624751966831
87746,0,Женский,20274.0,91,65.42,152.0,0,Положительная,1.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.1006190081380653
87747,0,Женский,29131.3,225,65.0,74.0,0,Положительная,1.0,510352.96,0.0,0.0,,43407.0,0.6922626536942683
87754,0,Женский,65173.6,64,67.75,87.0,0,Положительная,2.0,1107214.22,0.0,0.0,,43407.0,0.5396962596311627
87757,0,Мужской,,24,67.33,106.0,0,Положительная,1.0,,0.0,0.0,,,0.0
87758,0,Женский,52001.7,143,64.08,170.0,4,Положительная,4.0,1070193.76,4.0,5.0,,,0.9030943566846582
87759,0,Женский,30828.7,144,65.58,180.0,0,Положительная,3.0,4137232.22,8.0,1.0,ВЫСШЕЕ,43407.0,0.318780372378363
87763,0,Мужской,66658.0,21,51.17,,24,Отрицательная,2.0,155027.85,704.0,48.0,ВЫСШЕЕ,65110.5,0.2487689979323428
87765,0,Женский,28854.6,119,68.08,18.0,0,Удовлетворительная,2.0,,63.0,12.0,СРЕДНЕЕ,,0.0
87766,0,Мужской,48413.5,177,63.17,88.0,14,Положительная,1.0,569576.79,24.0,18.0,,43407.0,0.1731805219081784
87767,0,Мужской,9781.2,35,63.33,23.0,0,Приемлемая 1,2.0,189876.49,0.0,0.0,,43407.0,0.1200469027979945
87768,0,Женский,37288.1,115,64.5,143.0,0,Положительная,1.0,581951.72,0.0,0.0,ВЫСШЕЕ,,0.3302626417350046
87769,0,Мужской,41370.5,127,67.17,29.0,0,Положительная,4.0,1424769.22,0.0,0.0,ВЫСШЕЕ,,0.5329161075088107
87770,0,Мужской,68348.4,77,58.0,58.0,0,Положительная,1.0,1655375.99,0.0,0.0,СРЕДНЕЕ,65110.5,0.5988366842628092
87771,0,Мужской,28826.1,35,65.17,22.0,0,Приемлемая 1,2.0,830866.19,0.0,0.0,,43407.0,0.4622827135892519
87772,0,Женский,9990.0,48,68.08,109.0,0,Приемлемая 1,3.0,,0.0,0.0,,,0.0
87773,0,Женский,38312.5,116,65.83,43.0,1,Положительная,6.0,782608.43,19.0,4.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,1.5446594209446114
87774,0,Мужской,36257.1,1,68.42,,0,Приемлемая 1,0.0,208334.0,0.0,0.0,СРЕДНЕЕ,43407.0,0.3889460303157082
87775,0,Женский,20038.7,78,65.67,53.0,0,Положительная,4.0,412247.55,0.0,0.0,,43407.0,0.4855450427484508
87776,0,Женский,,81,64.67,92.0,0,Положительная,14.0,827449.0,24.0,1.0,,43407.0,1.582618589182566
87777,0,Мужской,33333.4,87,63.83,,0,Отрицательная,15.0,1213398.09,156.0,12.0,ВЫСШЕЕ,,0.2864059086851086
87778,0,Мужской,33000.0,48,65.83,26.0,0,Положительная,0.0,562372.84,0.0,0.0,,,0.3619368215067791
87779,0,Женский,37022.1,97,64.33,115.0,0,Положительная,10.0,560634.51,1.0,1.0,,,0.6188792669685654
87780,0,Мужской,33673.0,0,63.75,,0,Приемлемая 1,,,,,ВЫСШЕЕ,,0.0
87781,0,Женский,40296.5,58,62.58,22.0,0,Положительная,1.0,547443.32,24.0,0.0,,,0.1470954402160855
87782,0,Женский,5834.0,168,65.33,77.0,0,Положительная,6.0,1744716.27,0.0,0.0,СРЕДНЕЕ,43407.0,1.5012205691748637
87784,0,Женский,8088.0,0,64.92,,0,Приемлемая 1,,,,,НЕПОЛНОЕ СРЕДНЕЕ,,0.0
87786,0,Мужской,19581.1,46,64.0,,1,Положительная,7.0,759743.0,1.0,1.0,ВЫСШЕЕ,43407.0,0.6875819163781074
87787,0,Женский,16500.0,61,63.25,44.0,14,Положительная,1.0,694698.71,18.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4802795125204632
87788,0,Мужской,94078.7,49,67.67,39.0,8,Приемлемая 1,4.0,1824818.48,10.0,13.0,ВЫСШЕЕ,86814.0,0.4582144938203453
87789,0,Женский,5695.0,119,66.83,,1,Положительная,2.0,538364.24,26.0,3.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.7841621367693443
87790,0,Мужской,40828.6,150,65.33,91.0,3,Положительная,0.0,835815.29,11.0,6.0,,,0.3577215791327713
87791,0,Женский,52921.7,55,64.42,175.0,4,Положительная,4.0,224725.29,4.0,3.0,ВЫСШЕЕ,,0.1527571018115209
87792,0,Женский,5051.0,122,64.83,54.0,10,Положительная,4.0,1412974.84,10.0,2.0,,43407.0,0.3694234618116082
87793,0,Женский,78000.0,83,66.33,40.0,2,Положительная,0.0,657231.65,2.0,1.0,,43407.0,0.1732033493002301
87794,0,Женский,3879.2,110,65.92,72.0,0,Положительная,2.0,741067.51,0.0,0.0,,43407.0,0.0
87795,0,Мужской,8055.1,50,63.92,6.0,39,Приемлемая 2,15.0,145296.58,39.0,10.0,СРЕДНЕЕ,43407.0,0.5876309799659606
87797,0,Мужской,30757.8,54,64.0,55.0,0,Приемлемая 1,3.0,118191.08,4.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.1061554125179036
87801,0,Женский,36903.7,46,66.75,67.0,0,Приемлемая 1,0.0,571695.38,21.0,2.0,ВЫСШЕЕ,43407.0,0.3804186931698033
87802,0,Женский,9878.2,74,65.5,39.0,0,Положительная,3.0,1084048.72,0.0,0.0,,,0.4274201364945769
87803,0,Женский,8500.0,68,66.92,67.0,0,Приемлемая 1,2.0,79580.61,0.0,0.0,СРЕДНЕЕ,,0.3603822094995759
87804,0,Мужской,30000.0,0,63.67,,0,Приемлемая 1,,,,,ВЫСШЕЕ,65110.5,0.0
87805,0,Женский,9832.0,43,62.92,19.0,0,Положительная,0.0,,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87806,0,Мужской,38676.8,148,47.17,131.0,0,Положительная,3.0,1032762.36,0.0,0.0,,,1.0449776725668478
87807,0,Женский,38797.0,119,61.5,111.0,0,Положительная,6.0,442676.26,44.0,0.0,,43407.0,0.0910270045257138
87808,0,Женский,48714.5,123,63.83,15.0,0,Положительная,21.0,367351.87,2.0,1.0,ВЫСШЕЕ,43407.0,0.3762788513814066
87809,0,Мужской,30362.9,55,63.17,39.0,0,Положительная,6.0,105242.09,4.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2313600974991781
87810,0,Женский,,103,62.33,,0,Положительная,1.0,2005704.36,0.0,0.0,СРЕДНЕЕ,43407.0,1.0498380605367816
87811,0,Мужской,5000.0,29,65.5,104.0,0,Приемлемая 1,1.0,,0.0,0.0,ВЫСШЕЕ,,0.0
87812,0,Женский,11428.0,86,61.33,,4,Положительная,2.0,,5.0,3.0,ВЫСШЕЕ,43407.0,0.0
87813,0,Женский,,149,67.33,138.0,6,Положительная,2.0,594255.42,25.0,9.0,СРЕДНЕЕ,,0.7621103477618851
87814,0,Мужской,15271.0,131,64.83,107.0,0,Положительная,0.0,0.0,2.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
87815,0,Женский,5126.2,124,63.58,21.0,0,Положительная,0.0,40297.81,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4381621332465025
87816,0,Мужской,75877.1,108,57.42,140.0,0,Положительная,0.0,1692954.38,0.0,0.0,СРЕДНЕЕ,43407.0,0.9484243614039468
87817,0,Женский,,104,65.08,97.0,0,Положительная,1.0,0.0,15.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
87818,0,Мужской,12500.0,111,64.42,89.0,0,Положительная,18.0,846163.82,47.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.404080179281281
87819,0,Женский,53738.6,89,66.0,87.0,0,Положительная,1.0,251838.0,4.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.1522868755466378
87822,0,Женский,37313.0,73,62.75,136.0,4,Положительная,0.0,1505331.17,4.0,1.0,ВЫСШЕЕ,43407.0,0.8177436701544895
87824,0,Мужской,29561.6,46,65.67,11.0,4,Положительная,4.0,1121953.32,4.0,6.0,,43407.0,0.3687407442604515
87826,0,Мужской,9352.9,108,63.42,118.0,0,Положительная,1.0,2568063.2,3.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.8213695691660973
87827,0,Мужской,23199.6,69,65.08,14.0,2,Положительная,6.0,0.0,2.0,1.0,ВЫСШЕЕ,,0.1225144873381277
87830,0,Женский,26396.0,115,64.58,99.0,0,Положительная,6.0,568133.33,0.0,0.0,СРЕДНЕЕ,,0.4615570681217303
87831,0,Мужской,69133.3,80,64.92,153.0,0,Положительная,,,,,,43407.0,0.4445737730219158
87832,0,Мужской,10000.0,186,63.75,66.0,1,Положительная,4.0,1092264.85,12.0,2.0,ВЫСШЕЕ,,0.291725170857011
87834,0,Мужской,18334.0,178,64.33,34.0,1,Приемлемая 2,10.0,1907870.34,35.0,5.0,,65110.5,0.5625025201003202
87835,0,Женский,3561.2,107,67.5,73.0,2,Положительная,12.0,961836.62,2.0,2.0,,,0.4566207047493981
87836,0,Мужской,854.4,146,64.83,53.0,0,Положительная,2.0,890081.42,6.0,1.0,ВЫСШЕЕ,,0.4930148495506057
87839,0,Женский,54109.2,172,63.17,127.0,0,Положительная,4.0,1732756.76,0.0,0.0,ВЫСШЕЕ,43407.0,0.7294659787597574
87840,0,Мужской,34000.0,97,66.17,16.0,0,Положительная,0.0,181480.55,0.0,0.0,ВЫСШЕЕ,,0.1478227778146943
87841,0,Мужской,8385.3,75,62.25,163.0,0,Положительная,0.0,41582.0,0.0,0.0,,43407.0,0.0467271869312181
87842,0,Женский,,61,62.58,,0,Положительная,10.0,0.0,22.0,0.0,СРЕДНЕЕ,43407.0,0.0
87843,0,Женский,8500.0,108,65.67,47.0,0,Положительная,2.0,943110.98,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,,0.4885035502890039
87844,0,Женский,32938.9,60,63.83,70.0,0,Положительная,6.0,116396.0,6.0,2.0,СРЕДНЕЕ,43407.0,0.0786241976504783
87845,0,Женский,83928.8,45,63.58,20.0,0,Положительная,2.0,343575.18,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3944549143448955
87846,0,Женский,13100.1,183,60.83,160.0,0,Положительная,,,,,,65110.5,0.7480961105949165
87847,0,Мужской,7494.8,64,39.0,14.0,33,Приемлемая 1,22.0,1155091.39,33.0,2.0,СРЕДНЕЕ,260442.0,0.4811675248927745
87848,0,Женский,37022.1,110,63.58,17.0,0,Положительная,3.0,562485.0,8.0,0.0,,43407.0,0.3523009108946608
87850,0,Женский,74142.8,209,53.92,66.0,9,Положительная,13.0,2576480.35,9.0,1.0,,65110.5,0.4455853460921323
87851,0,Женский,35318.3,67,64.75,143.0,0,Приемлемая 1,1.0,989193.32,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3200543724512913
87852,0,Женский,58346.2,74,64.92,129.0,1,Положительная,5.0,576452.47,21.0,5.0,,43407.0,0.6307362921469353
87853,0,Женский,38023.3,103,64.75,44.0,0,Положительная,1.0,925277.93,0.0,0.0,,43407.0,0.4236640370816062
87854,0,Женский,56957.0,27,61.5,1.0,0,Положительная,2.0,33325.0,0.0,0.0,,43407.0,0.0
87855,0,Женский,,24,66.92,,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87856,0,Мужской,27429.3,24,64.67,120.0,0,Приемлемая 1,0.0,796737.4,9.0,0.0,ВЫСШЕЕ,,0.3443019662697252
87857,0,Мужской,25630.7,152,40.33,163.0,0,Положительная,9.0,1265031.83,4.0,3.0,,130221.0,0.6688457101495171
87858,0,Женский,79025.6,93,63.08,93.0,0,Положительная,4.0,2190327.17,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.5071971667716348
87859,0,Женский,,0,61.5,,0,Приемлемая 1,,,,,СРЕДНЕЕ,,0.0
87860,0,Женский,4971.8,99,67.75,99.0,0,Положительная,0.0,365337.7,11.0,0.0,ВЫСШЕЕ,,0.386858223489232
87861,0,Женский,53782.9,48,64.92,75.0,0,Положительная,2.0,79904.0,4.0,0.0,ВЫСШЕЕ,,0.0744336147602438
87862,0,Мужской,,138,66.5,,16,Положительная,0.0,0.0,16.0,5.0,СРЕДНЕЕ,43407.0,0.0
87863,0,Женский,34937.0,68,63.83,102.0,0,Положительная,1.0,1045842.26,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4671262955504738
87864,0,Женский,,24,67.0,99.0,0,Приемлемая 1,0.0,,8.0,0.0,ВЫСШЕЕ,43407.0,0.0
87865,0,Женский,54000.0,43,63.17,46.0,0,Положительная,1.0,60824.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0552181767017964
87866,0,Женский,14511.3,161,65.0,90.0,4,Положительная,1.0,310201.11,10.0,6.0,ВЫСШЕЕ,43407.0,0.2982603318007045
87867,0,Женский,53782.9,48,65.08,60.0,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87869,0,Женский,8500.0,53,64.83,60.0,24,Приемлемая 1,0.0,925277.93,24.0,2.0,,,0.4276379422813055
87870,0,Мужской,,66,64.0,,7,Положительная,22.0,0.0,38.0,1.0,ВЫСШЕЕ,43407.0,0.0
87871,0,Мужской,10417.0,400,45.17,68.0,81,Удовлетворительная,,,,,,108517.5,0.5533936685852772
87872,0,Женский,73169.6,56,67.58,140.0,0,Положительная,1.0,,0.0,0.0,ВЫСШЕЕ,,0.0
87873,0,Женский,,84,66.75,84.0,0,Положительная,0.0,52491.0,0.0,0.0,,43407.0,0.0599985599522727
87874,0,Женский,6000.0,97,67.42,88.0,0,Приемлемая 1,1.0,950955.21,0.0,0.0,,43407.0,0.3869059912506337
87876,0,Мужской,6834.9,5,63.25,,1,Приемлемая 2,4.0,959924.78,1.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4321840833484258
87877,0,Мужской,99952.6,143,67.83,180.0,0,Положительная,3.0,739068.69,0.0,0.0,ВЫСШЕЕ,43407.0,0.7618173474070674
87878,0,Мужской,31000.0,84,65.42,24.0,11,Приемлемая 1,7.0,1115705.88,11.0,4.0,СРЕДНЕЕ,43407.0,0.468942122698144
87879,0,Женский,,24,63.67,,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.0
87880,0,Женский,61419.5,115,64.0,60.0,1,Положительная,9.0,991386.14,1.0,1.0,СРЕДНЕЕ,43407.0,1.6233457727044656
87881,0,Женский,43065.7,121,67.0,71.0,0,Положительная,11.0,748347.11,0.0,0.0,,,0.3164873693884328
87883,0,Женский,21436.4,37,67.58,54.0,0,Приемлемая 1,1.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
87884,0,Женский,27342.8,98,60.75,23.0,0,Положительная,2.0,605446.73,21.0,2.0,,,0.4637495187989221
87885,0,Женский,,0,65.08,,0,Приемлемая 1,,,,,ВЫСШЕЕ,,0.0
87886,0,Мужской,7916.7,24,66.92,,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,65110.5,0.0
87887,0,Мужской,6821.6,156,67.92,19.0,0,Положительная,4.0,1058621.53,0.0,0.0,,,0.3089626565538924
87889,0,Женский,,0,66.17,13.0,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
87890,0,Женский,74806.3,156,68.08,179.0,1,Положительная,4.0,366216.57,23.0,4.0,,43407.0,0.502744085438377
87891,0,Женский,6235.9,63,64.08,59.0,8,Приемлемая 1,2.0,1091905.59,8.0,1.0,ВЫСШЕЕ,43407.0,0.4825576123424485
87892,0,Женский,,36,66.42,72.0,0,Приемлемая 1,0.0,60745.94,29.0,8.0,ВЫСШЕЕ,,0.3475812017186491
87893,0,Женский,62500.0,157,67.33,32.0,0,Положительная,2.0,1161256.23,0.0,0.0,ВЫСШЕЕ,,0.8029313732806009
87894,0,Женский,8177.7,102,66.83,8.0,0,Положительная,7.0,316721.58,10.0,0.0,ВЫСШЕЕ,,0.3964546474102218
87895,0,Женский,41666.7,16,67.25,2.0,0,Положительная,1.0,144882.49,87.0,0.0,,,0.0433272624505432
87896,0,Мужской,4602.9,24,64.75,11.0,0,Приемлемая 1,0.0,325996.98,0.0,0.0,,,0.3033816826676641
87897,0,Мужской,,30,67.58,47.0,0,Приемлемая 1,0.0,59372.5,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3337324516114858
87898,0,Мужской,3515.7,34,67.92,7.0,60,Приемлемая 2,27.0,1108398.12,60.0,13.0,,43407.0,0.3565385243467933
87900,0,Женский,6345.6,83,64.83,67.0,16,Положительная,4.0,429787.52,16.0,25.0,,43407.0,0.2888486581564952
87901,0,Женский,14529.5,22,61.83,,0,Положительная,2.0,84631.5,0.0,0.0,СРЕДНЕЕ,43407.0,0.0587527821170355
87902,0,Мужской,,65,48.25,179.0,0,Положительная,1.0,1168035.73,2.0,1.0,,,1.2078728515985957
87903,0,Мужской,6195.8,54,68.33,53.0,0,Положительная,1.0,686700.82,25.0,2.0,ВЫСШЕЕ,,0.0705723800793365
87904,0,Женский,33098.9,79,64.58,34.0,0,Отрицательная,4.0,982735.99,184.0,7.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4856718061674008
87905,0,Женский,1424.0,24,62.17,14.0,0,Приемлемая 1,3.0,529746.74,0.0,0.0,,43407.0,0.4776737513126562
87906,0,Женский,19935.0,139,62.08,127.0,0,Положительная,6.0,3822008.04,0.0,0.0,ВЫСШЕЕ,,0.4168179646440516
87907,0,Женский,95500.0,110,61.58,21.0,0,Отрицательная,6.0,2844745.01,3608.0,27.0,ВЫСШЕЕ,,0.2385198352581133
87908,0,Женский,,32,62.5,57.0,0,Положительная,7.0,997953.93,0.0,0.0,СРЕДНЕЕ,65110.5,0.410664125200642
87909,0,Женский,9976.5,90,63.17,10.0,1,Положительная,8.0,194862.77,21.0,4.0,СРЕДНЕЕ,43407.0,0.5603639811687988
87910,0,Женский,8750.0,24,62.17,15.0,1,Приемлемая 1,4.0,619440.53,0.0,0.0,,,0.2294454327480857
87911,0,Мужской,9903.0,12,63.67,8.0,0,Приемлемая 2,20.0,1614875.04,0.0,0.0,,,0.732126573043954
87912,0,Мужской,6532.1,26,66.58,18.0,16,Положительная,1.0,557642.81,27.0,5.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4152156477193345
87913,0,Мужской,48475.5,113,68.33,44.0,0,Положительная,1.0,613865.0,0.0,0.0,,43407.0,0.7394245145056004
87914,0,Мужской,61211.0,22,65.42,4.0,3,Приемлемая 1,10.0,38504.67,3.0,10.0,,,0.0375507874400126
87915,0,Женский,11986.7,64,63.42,165.0,15,Положительная,1.0,184384.54,16.0,16.0,НЕПОЛНОЕ СРЕДНЕЕ,,0.3658306150051714
87916,0,Женский,4986.0,276,64.5,56.0,2,Положительная,13.0,2108663.1,2.0,1.0,СРЕДНЕЕ,,1.5880606115826434
87917,0,Мужской,91500.0,63,64.17,26.0,3,Положительная,2.0,0.0,3.0,1.0,ВЫСШЕЕ,43407.0,0.0
87918,0,Женский,21556.7,94,65.42,79.0,0,Положительная,1.0,178592.39,21.0,3.0,СРЕДНЕЕ,,1.214280774550484
87919,0,Мужской,2689.2,136,42.17,101.0,0,Положительная,11.0,2788837.13,0.0,0.0,ВЫСШЕЕ,86814.0,0.3414662496524882
87920,0,Мужской,8605.3,25,67.75,17.0,4,Отрицательная,7.0,,129.0,11.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.0
87921,0,Мужской,30785.7,51,63.25,54.0,50,Удовлетворительная,2.0,233308.32,50.0,9.0,,,1.2495029665461264
87922,0,Женский,15512.0,71,66.08,24.0,20,Положительная,9.0,275022.7,20.0,16.0,ВЫСШЕЕ,,0.3265119163389849
87923,0,Мужской,,24,63.67,,0,Положительная,0.0,0.0,79.0,0.0,СРЕДНЕЕ,,0.0
87924,0,Мужской,1424.0,117,65.0,13.0,25,Положительная,14.0,550059.33,25.0,8.0,,43407.0,0.4918826793499801
87925,0,Мужской,5126.2,30,64.08,3.0,0,Приемлемая 2,1.0,240502.9,0.0,0.0,,43407.0,0.4195742844815188
